job_id,required_skill,experience_needed,worker_skill,worker_experience,worker_distance_km,matched
6e721d74-017e-450d-bc63-1d27429bc335,Handlers-cleaners,4,Handlers-cleaners,21,7.4,0
b1253ba3-7602-4493-b1a0-c9c833359fb3,Other-service,5,Other-service,3,11.0,1
9719bfde-4aec-4125-8f79-11526c20669c,Other-service,4,Other,4,6.4,1
44a4d210-7118-4c05-84ea-4be5f26d5d1f,Exec-managerial,0,Exec-managerial,20,1.5,1
b656ba4e-6402-4a07-9260-b02f8161a18f,Adm-clerical,5,Adm-clerical,3,22.5,1
ac78cfa1-c3df-4036-ac40-e1b52ff0fcd5,Craft-repair,4,Craft-repair,45,28.3,1
7adab951-ba70-4927-a7da-42ef22b29f82,Exec-managerial,8,Other,16,13.8,0
fe3ac56c-ac2e-465c-b452-0e77b7774f74,Exec-managerial,4,Exec-managerial,24,8.6,1
ac8ae87f-29d1-40c9-a9d3-75f5f8035fde,Handlers-cleaners,4,Handlers-cleaners,15,6.8,1
1c4ebba7-7abd-4fe6-a6df-f3dfbf39f011,Exec-managerial,8,Exec-managerial,12,12.3,1
99e31354-ed41-4064-823b-9230d05b06fb,Sales,5,Other,21,18.7,0
bc0997d9-5d55-495a-9f7d-debdccc5f748,Exec-managerial,9,Exec-managerial,8,1.8,1
1bafaea9-e882-4b68-9690-d935215e404c,Machine-op-inspct,4,Other,15,10.4,1
22399522-ed9f-403c-b168-70eccbc44dca,Adm-clerical,4,Adm-clerical,29,5.6,0
03a37fc5-6272-4703-ac99-95753fcaaf25,Craft-repair,7,Craft-repair,23,17.6,1
943d03a0-4a72-4b24-a429-bd154eb5aa03,Other-service,5,Other-service,1,6.1,1
611d2a2d-85ea-45d2-827e-a4a47a131037,Transport-moving,4,Transport-moving,28,1.0,1
b35eae12-1877-4b87-b13a-8d97e03b8690,Sales,4,Sales,25,18.3,1
c0d24a2a-2ef0-4577-b5bd-1425fc231166,Exec-managerial,5,Exec-managerial,37,8.1,1
06b9e3f6-d8d5-42d0-8117-e8ff200748c1,Tech-support,6,Tech-support,28,9.8,1
5f72bb2d-c158-4ed2-909e-e2bbd668013d,Machine-op-inspct,4,Machine-op-inspct,12,1.2,1
72745181-f218-4d11-867c-0927020beb39,Handlers-cleaners,5,Handlers-cleaners,3,19.4,0
781293c1-b089-4064-a462-aba103d8e54f,Craft-repair,5,Other,28,5.2,1
15cbe8db-786f-405c-95a2-eb15bc1e7f4a,Machine-op-inspct,4,Machine-op-inspct,23,22.1,1
3a270942-5bd2-45f9-b24f-ba18c7cb2fbf,Sales,4,Sales,51,7.9,1
78afa7b2-2d31-4e40-9818-906283c05af3,Transport-moving,4,Other,32,1.4,0
8d8304ce-0d78-4b49-ab65-83d0fd9af92d,Adm-clerical,5,Adm-clerical,2,29.5,1
97dc2193-60b6-4627-a37f-d0febc65e7ed,Machine-op-inspct,5,Machine-op-inspct,27,14.7,1
35b3a32a-828f-4ee0-b84c-ef4a49d41bce,Exec-managerial,8,Exec-managerial,5,1.8,1
1f443824-20bf-418f-bc18-0130afc50e56,Other-service,5,Other-service,6,24.4,0
64503018-9853-4249-b4c4-999f5c0be106,Craft-repair,5,Craft-repair,13,8.8,1
9e082d18-41a6-413d-88f6-27325f2d56a6,Machine-op-inspct,4,Machine-op-inspct,25,14.4,1
fa8c132d-7070-4245-8a39-03df80dc4c1a,Other-service,2,Other-service,2,11.9,1
9bb21acb-b8b8-4804-b9f8-f58b81879c2a,Sales,4,Sales,37,29.3,1
c073e8de-628b-4ad4-bad1-082acb59bb9a,Armed-Forces,5,Armed-Forces,6,8.2,1
7ba9739b-1c44-41f0-9fcd-57e5fc8cf5a3,Exec-managerial,8,Exec-managerial,41,20.2,1
f68fdb7c-5361-4521-9aee-7eb61a398da9,Other-service,0,Other-service,31,4.3,1
39bf06f9-d34e-4eb3-915b-1151e8390ecf,Prof-specialty,9,Prof-specialty,15,9.7,0
aeef92fd-8d19-4625-bb4d-948d68180096,Adm-clerical,8,Adm-clerical,41,18.2,1
6987d502-6fa6-4646-9b28-c3145493e10c,Other-service,9,Other-service,16,20.1,1
8b8f9670-4cc3-4dd5-b3c6-069ead780be6,Handlers-cleaners,4,Handlers-cleaners,2,23.3,1
ebe9de08-99e9-4b22-8eb5-5559c6d9817b,Exec-managerial,8,Exec-managerial,7,13.0,1
de5b463f-0162-4763-8834-e0dd98aee11e,Farming-fishing,1,Farming-fishing,31,17.2,1
00e51c09-ad25-4785-a444-45fdd6274b81,Transport-moving,4,Transport-moving,41,22.1,0
8e4661df-4809-4952-bbae-07eb6b65a3c2,Adm-clerical,4,Adm-clerical,2,14.9,0
316c9880-68aa-4569-9d35-eb5336b848cd,Adm-clerical,5,Other,15,14.7,0
53f9cdb7-0010-4461-9858-99a4d7a94559,Transport-moving,5,Transport-moving,4,6.4,1
ac775834-edc8-406f-b8ec-54ee0f0000d1,Other-service,0,Other-service,40,5.1,0
241c0086-37cf-4970-845d-7acd8d8daae3,Adm-clerical,4,Adm-clerical,34,1.3,1
24cff7ef-b40f-4e38-a173-508915fe5814,Machine-op-inspct,1,Machine-op-inspct,18,27.2,1
9e00039c-8569-4160-96e0-dd45c5255741,Protective-serv,4,Protective-serv,23,2.6,1
92851c99-5fa2-4c19-9516-455741f51d0b,Transport-moving,4,Transport-moving,10,19.6,1
d764ebec-2200-4ca6-9414-4fc47ddb10f2,Handlers-cleaners,5,Handlers-cleaners,1,11.6,1
ba800439-3920-4b36-8c5a-a56cca25792b,Other-service,4,Other,0,24.2,0
36de505c-1ca6-4293-896d-0f9ffa83c929,Machine-op-inspct,4,Machine-op-inspct,0,21.8,1
eb213dba-59f6-47f2-a510-b03aa5ed3132,Craft-repair,5,Craft-repair,10,7.7,0
2e9c6dab-bc15-45e2-a291-564fdd715558,Exec-managerial,6,Other,11,11.2,0
4892ff0f-cc3e-4e15-94b6-6de947c85f78,Handlers-cleaners,5,Handlers-cleaners,22,6.0,0
e08be046-54df-4bc5-8c52-c2370188cd4c,Handlers-cleaners,4,Handlers-cleaners,8,4.2,1
10b74b15-3676-495b-aef9-507db2b6a70a,Craft-repair,4,Craft-repair,28,10.6,1
36277b98-8164-4b1b-ba26-d6526939df73,Other-service,2,Other-service,5,25.7,1
f8d0b67a-7aed-4405-9f6d-5ea0b8a29fc5,Adm-clerical,4,Adm-clerical,26,16.1,1
96819550-18bb-45c3-86d4-350672647d12,Sales,8,Sales,25,15.8,0
d63a78cf-f2f1-4cae-8813-bd4e79861ca7,Prof-specialty,8,Prof-specialty,13,14.6,0
39182c9d-a77d-4778-9ab5-414736bdcbea,Sales,5,Sales,0,27.8,1
fc3dd7d1-0020-455a-9596-b4030c5b29b4,Protective-serv,5,Protective-serv,1,13.8,0
0e55a8c2-4fe6-4d0c-80a6-8d91e696f0e0,Tech-support,5,Tech-support,23,18.4,0
0f1b24ac-cbec-499b-aa6b-61b66742c4ef,Handlers-cleaners,4,Handlers-cleaners,23,12.5,1
d31fb544-389d-4d16-8d4b-e572b830b490,Adm-clerical,4,Adm-clerical,51,3.4,1
3373ed98-e8f3-49da-a824-763ba4613075,Prof-specialty,11,Other,30,5.0,0
cf2ac0bf-97e3-4923-a2cc-6e59e938b123,Prof-specialty,4,Prof-specialty,10,12.5,1
b7b23cac-87e3-451f-8895-95b57505959a,Craft-repair,4,Craft-repair,9,17.0,1
f2298f2b-2cf1-4875-ba2d-259efdac09a4,Prof-specialty,9,Prof-specialty,23,1.8,1
7952283c-0839-470a-98ac-e4a1db471bfa,Adm-clerical,5,Adm-clerical,23,28.4,1
20087445-dbfc-4dad-9a42-8600954d8de6,Craft-repair,4,Craft-repair,6,1.7,1
ea8e7214-f73f-42f7-b56c-c4965af5a1df,Prof-specialty,11,Prof-specialty,24,6.2,1
a87baa3b-7d83-4ed3-8898-cb19b99671a2,Craft-repair,4,Craft-repair,39,22.9,1
9a92d032-d696-41a1-b5bb-b230060b9280,Prof-specialty,7,Prof-specialty,12,28.3,1
2b113386-fa06-4be5-8721-abee0e76c326,Sales,4,Other,18,8.6,0
38f55a52-5dcf-47db-9888-7047a0fef1ca,Machine-op-inspct,0,Machine-op-inspct,31,20.9,0
8ae60559-6e3b-40e5-8ffe-21590c4ea77c,Machine-op-inspct,4,Machine-op-inspct,15,8.9,1
65bf7383-e3ef-4f72-a3ce-25f990007275,Farming-fishing,1,Farming-fishing,5,10.1,1
3ca14d9a-dea3-4ec9-943e-f0f1d60e0ae6,Prof-specialty,9,Prof-specialty,28,3.8,0
f883bd0c-89c7-4b07-ab4e-ff7eba130227,Adm-clerical,5,Adm-clerical,0,7.2,0
6f95411e-3f13-42c0-b33a-ab6bfdf68a7c,Exec-managerial,4,Exec-managerial,22,5.8,0
e4fbf1bb-59c7-434c-aa03-67238bd46287,Exec-managerial,4,Exec-managerial,25,20.3,1
c5569988-463e-44e4-ba69-2ff3da3d9f79,Prof-specialty,9,Prof-specialty,16,12.0,1
0858595e-c800-4dd5-87ec-7c33ffd8c3c7,Exec-managerial,4,Exec-managerial,29,10.1,1
2b9882b2-9117-4c19-838d-e990d13949c8,Exec-managerial,6,Exec-managerial,26,5.4,1
1680a9ed-5140-47cf-ba81-efeb553c0263,Sales,4,Sales,15,6.4,0
c723a6fa-4f17-41d1-b5a0-1b2410c05997,Exec-managerial,8,Exec-managerial,37,14.2,1
f7672289-28aa-4e6d-ab35-050e693b230b,Sales,4,Sales,1,7.9,0
a65b23d3-6269-417e-b523-90c30fe46768,Other-service,5,Other-service,10,16.6,1
f7a1aae0-4b61-40f4-bcf3-ad1b2dafd412,Other-service,2,Other-service,9,8.4,1
f97bf12a-450d-4212-a24a-105386e8d985,Machine-op-inspct,0,Machine-op-inspct,32,23.0,1
3d2c5045-ba2a-43ce-b3e7-14cac94edd60,Craft-repair,2,Craft-repair,4,20.8,1
79be41e6-d198-4181-afab-7f34cd25b0fe,Adm-clerical,8,Other,22,10.8,0
dcadb8b2-0ea4-4321-a13a-b0b362cd6d4e,Adm-clerical,5,Adm-clerical,7,26.4,1
509d1433-9e9c-487f-bb3e-cd75829ddab6,Craft-repair,4,Other,8,15.7,0
8217e10c-5ccd-4fd0-ae3f-ef33fdbe9176,Sales,8,Other,4,29.4,0
bc29b229-d52a-4f7b-8331-4803668ba1e3,Handlers-cleaners,5,Handlers-cleaners,24,25.2,0
9b980cb2-8bae-40c1-8da4-92ad22f58880,Exec-managerial,8,Exec-managerial,20,2.6,1
dd2918fe-567c-4ee8-ace2-90a238a32127,Other-service,2,Other-service,37,25.2,1
d6425eb0-427c-48a3-8465-b917d0880032,Sales,4,Sales,14,10.5,0
8fc812e8-6ea8-4aff-8d5e-3ec8e09a519c,Craft-repair,4,Other,4,4.5,0
eea95a79-21bd-48ae-b80c-3bb1b4c7fa79,Sales,8,Sales,11,14.8,1
eb51e23d-9fcf-442d-983c-26871a4f7a41,Exec-managerial,9,Exec-managerial,28,21.4,1
2e2b565c-eef7-44bf-a3dd-b9afdcec07dc,Exec-managerial,5,Exec-managerial,13,26.8,1
12778cc7-86f9-4097-ae2e-14bdaef91f2b,Prof-specialty,11,Other,40,24.1,0
ad000904-ade4-408f-a8d9-d29a333dc224,Craft-repair,4,Craft-repair,24,7.1,1
142ac13b-5fe7-43e2-945a-a9be0e95a115,Handlers-cleaners,4,Other,0,25.8,0
eaba3ddc-0518-496f-8bd0-b70562d2b62b,Exec-managerial,4,Exec-managerial,40,15.9,1
a583991c-68f4-4dcf-bdb3-fbef933b7853,Prof-specialty,4,Other,36,28.0,0
ca22ca68-db18-46aa-b728-3f4418b654b7,Prof-specialty,9,Prof-specialty,16,9.4,1
8c2e2411-fdc5-4db0-b295-283b80122331,Adm-clerical,8,Adm-clerical,8,29.1,0
86e795e5-3fd3-477f-83ab-1287cddc7444,Exec-managerial,3,Other,43,9.2,0
a9f3a647-147d-4222-9f48-f866df436a97,Adm-clerical,9,Adm-clerical,30,4.6,1
53d136f7-65b7-4b95-bb1a-7ab59fde7906,Exec-managerial,5,Other,18,22.1,0
dbc7c378-2256-41d4-a063-11a3bee4d9d6,Machine-op-inspct,6,Other,6,23.8,0
e4c6c957-3684-47b2-b907-3a2b52612363,Machine-op-inspct,5,Machine-op-inspct,22,12.6,1
954f0d52-2511-4e0f-9273-f5fb60348183,Sales,4,Sales,15,18.5,1
c6862f3d-055f-40c1-a655-9d1b620afac6,Machine-op-inspct,5,Other,19,22.7,0
a3af3c57-55ee-4430-9e20-e6bff2ae007d,Exec-managerial,9,Exec-managerial,16,24.0,1
1a1d8321-5eb1-403c-a5fb-c9660be2aed7,Exec-managerial,5,Exec-managerial,38,20.3,1
60b99a5c-af06-4452-80da-0b7d13e02b0d,Exec-managerial,8,Exec-managerial,19,18.3,1
512ef13c-bc34-46b3-99fc-c579a5cbc415,Sales,4,Sales,26,21.6,0
73d93d02-8936-497e-8ae0-89d7ad3353aa,Handlers-cleaners,4,Handlers-cleaners,36,29.4,0
04dd312f-da5c-49fb-a66d-5ef95ea84e91,Machine-op-inspct,4,Machine-op-inspct,5,3.2,1
7f26d543-ed35-4555-a631-f21277b2d58a,Other-service,4,Other-service,4,6.0,1
bbb74430-7c74-4d34-95c4-474845e50a70,Exec-managerial,8,Exec-managerial,15,20.0,1
9e574acf-35d6-4fed-b4e2-33fb9bedad62,Prof-specialty,8,Prof-specialty,21,25.8,0
fcb192b4-3c9b-48c3-98ca-897136645a8a,Adm-clerical,5,Adm-clerical,29,29.4,1
5a31c446-1650-4415-9e9c-e00e2cfa78d3,Prof-specialty,4,Prof-specialty,8,11.9,1
ad1bd104-0bb5-41b3-ba54-abc11b707966,Exec-managerial,5,Exec-managerial,13,26.6,1
29dca4c2-ecdb-47b7-b563-3fa1c08bdebf,Transport-moving,5,Transport-moving,26,26.8,0
b3f58157-4ab7-4945-8a7f-9231330e5c05,Prof-specialty,10,Prof-specialty,24,13.4,1
8b735dea-10f6-40e9-a3f4-8b1e2bfbc5a2,Machine-op-inspct,4,Machine-op-inspct,1,5.4,0
4790c7af-b0f6-484e-9f02-2ec0ecfaaef8,Handlers-cleaners,4,Handlers-cleaners,9,4.8,1
e8a8cfe9-401f-4589-934a-604de1269f9a,Protective-serv,5,Protective-serv,33,5.1,1
3fbf53e2-f680-4992-bacd-9a801e857d22,Exec-managerial,8,Exec-managerial,10,21.9,1
a037f59e-5765-4bbe-861a-6fecd2b2f873,Craft-repair,8,Craft-repair,39,21.3,1
14bf91ba-61dd-409e-8f70-2283974f40e8,Prof-specialty,8,Prof-specialty,27,24.3,1
3fd81698-96be-4887-8c14-e239f65798e2,Prof-specialty,6,Prof-specialty,32,5.9,1
6def55e4-9b10-4a14-860d-96a1e7cbc3ac,Sales,8,Sales,16,15.4,1
4f1d19b7-f1b6-48ac-899c-354dc6eee489,Craft-repair,0,Craft-repair,27,4.5,1
53140734-2d77-4599-b537-e6451ed0cfa7,Exec-managerial,4,Exec-managerial,55,11.6,0
b035c6cc-a1bc-4712-99dd-9e3c9b7fbb29,Prof-specialty,8,Prof-specialty,16,1.6,0
f18aa509-17cd-4108-b92d-5a965ab7d9ed,Sales,5,Other,13,6.6,0
bcb7f697-cbc2-439b-81ed-e05e80e429ed,Sales,2,Other,1,21.4,0
c0adff01-dc6f-41f0-a3f6-ef5827dda8b7,Other-service,5,Other-service,7,7.6,1
ed39ea90-10e3-4d2c-8755-fbe8eba57c31,Craft-repair,6,Craft-repair,20,25.7,1
887e1d83-8fa2-4430-808a-d035891906b1,Transport-moving,8,Transport-moving,21,17.4,1
4f5df88c-715d-4ad9-9c56-db5c3f747ef4,Tech-support,8,Other,5,18.7,1
d870b87b-cbc4-4545-9186-eb9e52385009,Machine-op-inspct,4,Machine-op-inspct,31,17.1,0
ced14932-57c8-4c98-948d-b55c9ff927db,Other-service,4,Other-service,15,15.6,1
a65be351-aed9-4f7a-b4ea-500f9ccee1b9,Machine-op-inspct,0,Machine-op-inspct,3,20.7,1
8ce4ec50-b342-4456-8215-cbe976718fe1,Craft-repair,6,Craft-repair,13,22.5,0
38457caa-ee6a-4dd7-9125-f0d7d0fc9d14,Exec-managerial,8,Exec-managerial,5,8.4,0
e317f2b5-f934-4c8d-81c6-8257109f49cd,Adm-clerical,8,Other,16,24.9,0
4918802f-23e3-4f91-b6ae-2e3087321927,Machine-op-inspct,4,Machine-op-inspct,7,9.1,1
daac3986-c696-4a8a-9e81-383ebde25dea,Craft-repair,4,Other,21,5.8,1
c02d43cd-5008-45b3-9979-68411ccd0af4,Sales,4,Sales,34,4.3,1
5d5fdd7c-555c-4b24-b512-90126e5d1ce5,Transport-moving,0,Transport-moving,45,3.4,1
1a786851-b5c5-4da9-be73-3fc5d0a5c10d,Craft-repair,5,Other,23,3.6,0
a5ccd24a-251b-4e0d-b258-464d4b8dd7fa,Prof-specialty,8,Prof-specialty,28,25.7,1
40c4e979-a11f-42c0-a891-39acab2bb532,Exec-managerial,4,Other,35,12.4,0
68b33131-776c-49b4-8ce9-9e61e97f893f,Priv-house-serv,3,Other,0,8.1,1
daaa1725-03e8-4af5-940e-a86105e5c833,Prof-specialty,10,Other,20,22.8,0
e4229506-cc48-4eec-bc7b-dbff59bef9dd,Exec-managerial,9,Exec-managerial,37,21.8,0
2c845353-98a5-4ff7-8752-bb4ada63eb35,Tech-support,4,Tech-support,16,17.6,1
86e6d096-5b2a-4cd5-9611-f0a424dd90e1,Other-service,4,Other-service,62,11.9,1
d1148cc6-dc62-4026-a1eb-34ae723657ce,Tech-support,6,Other,16,25.5,0
1f6ad0d8-b819-46d4-958c-29c3582a0caa,Tech-support,5,Tech-support,34,16.1,1
1089b3c6-43fd-44b3-9a72-ed6c61729406,Other-service,4,Other-service,24,4.4,1
19622fe2-9d81-4bf9-bc31-bda8d0dfd84b,Sales,5,Other,8,5.4,0
e7a3467d-d5c0-4543-9858-648ab9763383,Transport-moving,4,Other,13,19.6,0
d8bce3b4-3bc9-49d4-8c84-a61042032817,Other-service,4,Other-service,7,20.5,1
eb37e212-a2c0-4073-bac5-02414fd3790f,Craft-repair,4,Craft-repair,37,10.2,1
7382423b-c06a-4509-af8b-6a3ef3459975,Other-service,5,Other-service,1,24.8,1
fdcacc1b-3713-4714-a43c-79763291dcb6,Transport-moving,5,Transport-moving,44,1.9,1
e079e541-179a-4057-a177-292e9c1bac38,Adm-clerical,5,Adm-clerical,4,21.6,0
07426ad0-2664-4709-b70a-1a5e126b853f,Handlers-cleaners,4,Other,17,27.4,0
75f8dbda-038b-45c3-8093-1ff22c845229,Sales,4,Sales,10,22.9,1
34bd6b6b-9185-459c-97f0-e23e3bdaa772,Transport-moving,4,Transport-moving,29,20.2,1
b999764e-2151-44b8-a90c-8af33997b567,Machine-op-inspct,4,Machine-op-inspct,26,8.5,1
58da16d2-d360-41c4-acbc-274241f16dd6,Sales,5,Sales,3,21.6,0
be0b72c2-6a7d-41a1-8300-839f47f11967,Craft-repair,6,Craft-repair,17,13.6,1
9414c6cc-9210-4a17-a63a-270632ba6674,Prof-specialty,8,Prof-specialty,6,18.5,0
aa91310f-f81a-4b32-b4c1-19307810fd25,Tech-support,8,Tech-support,10,8.3,1
335a1733-6a8e-4cb3-8074-b8f23522ae5f,Machine-op-inspct,5,Other,3,17.2,0
4190b29e-61a6-429c-9f2a-47f85c73e996,Tech-support,5,Other,44,2.8,0
6d216fb3-a7af-4a6d-9f59-103cc073bf4a,Other-service,4,Other-service,21,17.8,1
2d51ba4c-c72a-46d9-a47e-e56ea817d7e5,Other-service,4,Other-service,12,1.7,0
6991976a-4efa-4c1c-8248-f272dd6b2dbc,Prof-specialty,10,Prof-specialty,54,18.7,0
e7045b79-07d1-4928-833b-90eb1e6bc522,Exec-managerial,5,Exec-managerial,32,22.5,1
2cf66e51-ccb4-43d8-b8c3-edd02f8ce529,Prof-specialty,9,Prof-specialty,10,2.1,1
9fe298d8-d1be-4db7-b126-a5ffab09508e,Prof-specialty,5,Other,11,5.7,0
e630dd7a-25dc-4330-8398-e5d5172a0995,Adm-clerical,8,Other,8,1.3,0
6adaaad1-d14f-47fd-9e6c-b8272c1c10b5,Exec-managerial,9,Exec-managerial,9,25.9,0
16465bf6-060a-4e5e-a2ae-b033ffe0b7f3,Handlers-cleaners,5,Handlers-cleaners,11,20.6,1
21f0005f-2e87-45f8-9332-a2a36b20a2d4,Craft-repair,1,Craft-repair,11,24.4,0
7a9f29bf-55a9-40c6-8ad7-b37b04645451,Sales,2,Other,13,28.7,0
00c5da5a-4473-4aa6-9eba-0ed0037878c0,Exec-managerial,4,Exec-managerial,7,11.0,1
0a9b1942-5941-49cd-b68c-352d93dfea01,Transport-moving,1,Other,40,12.4,0
d1854480-0e84-47ef-925c-17e4fece005b,Exec-managerial,5,Exec-managerial,46,1.0,0
2a4dcf2c-c854-4702-8f02-d9c386c0e79f,Exec-managerial,9,Exec-managerial,28,23.7,0
2a977d1b-7f69-4461-905d-c4b4bf9339fd,Other-service,4,Other-service,1,8.6,1
e46198b8-5670-45bd-b870-9d0f0a9c6832,Other-service,4,Other-service,24,1.2,1
60c58784-0363-4e5f-9911-24737f245776,Handlers-cleaners,2,Handlers-cleaners,0,11.2,0
267e862e-4a74-406d-80c5-113976ecc52f,Craft-repair,8,Craft-repair,40,19.5,1
81c5a246-0aeb-4905-8d05-d66399b62c76,Protective-serv,5,Protective-serv,2,17.6,1
d387e130-1c08-4ec3-8b23-1f13cacc2be5,Craft-repair,4,Craft-repair,17,5.8,1
ea21a16e-56c1-41e4-84cc-e4c95e71c8af,Handlers-cleaners,4,Handlers-cleaners,14,15.6,1
7f0d8626-ac1b-4895-b016-a6cf939d965e,Handlers-cleaners,4,Handlers-cleaners,5,16.9,1
383bfdfc-5038-4203-8413-b3e362e70ac4,Tech-support,5,Tech-support,13,14.7,1
8d87f982-90c2-4e92-9a01-018fb232e2fe,Sales,8,Sales,15,20.0,1
f6642ef1-5a2f-4817-bd30-070a6be4a1b4,Machine-op-inspct,5,Other,23,25.8,0
b1e02e92-d4cc-44ac-8b0e-c333f49c1a29,Machine-op-inspct,4,Machine-op-inspct,4,29.3,1
d3d55156-d513-476d-8fcc-97603ee0ef2a,Protective-serv,5,Protective-serv,28,16.2,1
391e2e62-0a73-4cc7-a08f-1b81b9166d4c,Transport-moving,5,Transport-moving,43,25.9,1
0f41df8c-e897-4758-9118-775af8a57f17,Exec-managerial,4,Exec-managerial,12,27.2,1
ca94d492-ba7c-4e26-9288-f43eb3c6b704,Exec-managerial,4,Exec-managerial,24,28.4,1
0a98e4b1-6f0d-4743-af98-8a1a59825551,Handlers-cleaners,1,Handlers-cleaners,45,7.1,1
aca5d0be-a302-44e8-9820-272af1bbd539,Sales,5,Sales,8,5.5,1
9602243d-f64c-4ea9-a4f1-6d7bceaacea2,Adm-clerical,1,Other,24,25.1,0
e3411209-0c57-40a5-aa64-16a3d349e2b1,Other-service,5,Other-service,5,9.7,1
375d9ed2-4e2e-4a3f-8030-52eef7179175,Machine-op-inspct,4,Machine-op-inspct,7,19.0,1
7782de75-c637-4a5c-9bb6-ae7fe726888d,Other-service,0,Other-service,12,23.3,1
