employer_id,jobs_posted_24h,wage_offered,reports_against,is_fraud
11ef06fd-a747-4eb1-9694-024086e5aed6,2,455,1,0
3735e5f3-a238-4ff2-af2d-2e2fea64c4b7,3,263,1,0
c16fc110-fc08-4c11-9244-126f8ac06909,2,545,1,0
f1452325-d43e-450f-b588-d3c804c5e819,3,364,0,0
ec617503-2c7f-4aec-8e9d-9173e9eda9ea,3,232,0,0
847e4736-242b-4171-b0c4-7069d798eb4b,9,1069,3,1
53216522-13f8-4aa1-894e-fa3726189b08,8,1052,3,1
830c301e-9390-46ee-8652-60d707fb0c70,3,571,1,0
1a2fc23b-56c3-44ee-8b4e-1142ac0cbfab,2,340,0,0
1d3c2b93-b7bc-4b64-8563-deee8af131b5,2,593,0,0
fbf38c1e-f1c4-4a9b-b6b0-afeb6612c02f,3,441,1,0
142b93b7-ac8e-490e-9462-a31ba31e5ae3,1,277,0,0
36d44728-4229-4305-8197-d430b9a4c0bf,1,482,1,0
9e8798a1-1974-4d7c-97fd-8eb895e68c3e,2,214,0,0
60128407-fd26-49dd-b2e3-3377088c2f7f,2,285,1,0
24365475-f485-486f-993b-13fa00fa5766,9,827,1,1
6f2e3f67-258c-4b8e-9a8a-cd9000c9340b,3,202,1,0
f18241d5-9c98-4167-80bf-2c2cd40c5eba,2,294,1,0
4713f846-97fe-4c79-8134-7b6fe0ce18c5,2,555,0,0
64284d37-5c7a-4c9e-97f1-8524562b05da,2,489,1,0
01b975a5-8fc5-4b2d-a414-d4bd7ad8eb05,1,376,1,0
c5239080-d9e6-4b7d-96f6-31cf4742f866,1,364,1,0
ace5e999-944c-44b7-bac5-5650baed20f9,3,578,0,0
28b4162f-88e4-468e-9b49-af2780f293da,2,346,0,0
6c53da0f-ea95-4da7-a9d8-8cacb6c2138c,1,538,0,0
1556ddda-6600-4817-93c8-b4d412567ede,10,1122,3,1
ad7caf0e-fdae-48e8-a3c7-14a8aa1e1052,1,396,1,0
9d85cc70-a9fd-4eb0-a068-d85299b1ed53,1,226,1,0
21c738b2-7199-4673-889f-e5a472458deb,2,414,1,0
cc66cb5d-eefb-4bc9-8cc5-dea670b755f9,3,459,1,0
a7673325-a86f-47dc-a0a9-04ec650794b9,3,425,1,0
eff4970e-85ce-44c7-ba39-c4e8f9d528a4,2,379,0,0
8e08d393-7785-499c-a57b-79f579de0e33,3,591,0,0
06e3bae3-bc71-448c-a87e-407afae45d04,3,501,1,0
75ac8b78-0878-4e50-bbb1-fcc327cb1db2,3,397,0,0
36110748-2682-41d1-a3b9-74a5c8b8d4e5,3,504,1,0
cee9b827-e7d7-44cc-bff4-d61086a499fa,2,439,1,0
2b68c4a4-2ea0-4736-98a5-3b2ab97e3c83,1,423,1,0
bc00820d-9d87-44ae-9252-e19c9753888a,2,497,0,0
225e749d-6347-4a0d-a0f4-cabf7144a7bc,3,200,1,0
4db83e2d-5f67-4635-8e8a-baafa6cd86aa,1,517,1,0
81418e64-99c7-4974-bc10-4555e6ad5b13,1,589,0,0
958bb714-d256-4306-ac79-962dc0f449af,3,433,0,0
b0fa4553-b72f-48b2-bacb-556f3b3a4aae,2,469,0,0
66d4190b-266b-40de-8073-3ba0bc6faf60,1,247,0,0
ef3ed8ee-92d6-4d79-aa52-6336e2aa323e,1,405,0,0
ead7aa8c-eb9b-4495-91e1-9a5a0f6e8ba9,2,403,0,0
e6b87bea-9536-4255-8e4c-0cc78ea7aca4,1,301,0,0
a4869b5c-0933-477a-803b-7d2964a63424,3,297,0,0
653676e2-2447-417b-857a-1dddfcd2b5fc,1,567,0,0
f7b38acf-9b25-439e-9e7e-8b64e7e64c1d,2,290,0,0
b69d4146-5fdb-4275-8099-55f833acd8b9,2,267,0,0
03bd7cee-db6f-40d1-be25-45a0607c5780,1,409,0,0
5b355b82-8356-439a-9276-eaee0c0028ff,2,568,0,0
6055fbab-2bc9-40ea-80ee-fb8c4fe26935,1,466,1,0
c1a87dab-6469-4621-82a1-e69ae8e28895,3,875,4,1
5260be50-e245-4ece-a8c3-45c52a6ed347,3,238,1,0
2e46c2b3-52de-4afc-a630-35ca167d2f59,2,591,0,0
3820c792-aa0a-4d8a-9be2-c255416473cd,1,355,1,0
3903ad76-186d-447c-a898-04f570ba1a31,1,558,0,0
a31bcb74-e723-4cb4-bb92-59245d3e09bf,3,262,1,0
d10c4a03-dffe-41a8-9f1c-51bdbdda6310,1,285,1,0
ddd24ce1-ea79-493e-a453-014f91b329ff,3,396,1,0
7c58c542-d270-43d3-b0e1-bfa382753bd0,3,537,0,0
50ccef10-c775-4517-a87e-d06c816014d5,2,270,0,0
877d909c-2cab-4991-b5cf-da4051582d2e,3,365,0,0
4162237b-ffe0-46e5-8124-619e5585ae96,2,516,1,0
9d1ecc64-381a-4cad-8f78-1691e8dc0914,3,538,1,0
90405359-4df1-497e-9ded-37147014527a,3,566,0,0
8c0b5429-2080-4ccc-9781-1421f359375b,2,406,0,0
a050080e-52c7-4019-a4a4-94d0176d8c95,1,425,0,0
ef98e983-aa19-48e5-ab3c-3a02173df8dd,1,381,0,0
19344861-46b4-401a-ae09-ab15cfdabcd4,1,352,1,0
60dff4bf-a331-4f88-b7e7-16d7ac9c120e,3,498,1,0
d86a6973-3b7b-4ede-a4ca-17ea082b8caf,3,224,0,0
2f197550-f717-4234-89f3-f4113c653da5,1,211,1,0
31e08cd0-46f3-4aeb-ad1b-07c022669eef,2,573,0,0
df6c50e9-c7eb-4417-85fd-2f7cd89d1321,8,880,2,1
5bae606e-b1d9-4c62-bcd3-bfcab4e5a711,1,577,0,0
7ac6e501-1623-4470-8a2f-35c3f7b2599a,2,336,0,0
bd703f25-f84f-4713-8e02-2e1faa9da813,1,440,0,0
c4d4a32a-a43e-4336-9d38-f74ff1539b46,3,556,0,0
a1a19e24-3f6c-488c-90d2-e4d6627558ba,3,279,0,0
3454c6fc-c5a6-4fda-b543-aa85c2e7a7e9,3,285,0,0
d7e55ef4-dfb7-4993-881c-bd1dc9db398f,3,450,1,0
d97db364-1aaa-447a-a300-6c4e9c6390cf,1,540,1,0
0bfe3e63-26c3-4a7e-b227-26a5386ead10,2,392,0,0
783aef02-aa07-4ff8-b6c2-d767d209aa00,1,478,0,0
d757eb23-754c-496b-9860-7a5a4a82bfc4,8,829,2,1
2e90e657-9ab1-4163-9ca3-e066bbe96dbc,3,586,1,0
6c37ff47-59c5-4575-888e-6a2353d73e40,3,248,1,0
e4e082b6-4dd9-47b8-8176-eb529c8a091e,1,490,1,0
0d523534-8141-42d7-bcf7-28157d1b387d,1,431,0,0
bf66459a-a150-479f-b018-fe46ce1440f3,1,291,0,0
669fda54-6815-48d9-b33d-04666e2f0e85,3,436,0,0
0c9f0a8c-ee78-4711-a390-9996835fc161,1,496,0,0
00618b29-c460-49e6-be35-4ea1f3bd3b7b,2,361,1,0
b9601d38-09d9-4a67-9629-e1b355bebdcc,2,207,0,0
c25c0495-faac-4291-ac6c-bbf9f649217a,1,435,0,0
4da8b106-fabd-4889-8bec-a0a83b48636b,2,247,1,0
69f33a4a-7bf7-459d-a81c-273fbe831bbf,3,326,1,0
15d62112-e8c3-45da-8e89-1a6fbbd907dd,1,323,1,0
e857ba76-592c-4977-92f8-657f2e434ee4,3,563,1,0
f8faa55e-563f-4059-b0c9-1e5809abf862,1,411,1,0
1d617b08-624d-41bf-91ab-6231d1521735,2,366,0,0
d3608138-9ff3-4db2-a923-55ebb2a944fd,1,442,0,0
9f88a7f3-0e34-4ace-9cc6-a3d85a6155d1,3,397,0,0
50c3f954-38bd-45c9-ba7c-19d87f5c6296,1,245,1,0
5035802d-5779-4c5f-9274-f57875cb1c50,2,547,0,0
249dfea7-f15b-42ac-956a-3d071aa74183,2,383,0,0
9fa74fae-4007-49b3-936b-3d753877b4a6,3,343,1,0
98ce3a5e-ef64-4fd9-8d0f-e582667f793f,2,207,1,0
33cc436b-660e-4ee0-b5a8-456c6714f89f,2,471,0,0
f77df179-e0cd-4e27-8dbd-0765d0ff2845,9,991,3,1
9cf979ac-7692-4713-87d0-b5f428043e82,3,304,0,0
e6db57e2-fdcb-4de7-86a5-70a7e65bf327,2,500,0,0
87de32d5-b1f6-495e-952d-99ed2bf9007c,3,365,1,0
fc181f85-87af-40ee-a5df-cbe7fbcf31ff,2,377,1,0
9b9410ab-0a35-45dd-b599-3395d35784f0,3,593,1,0
5a52e0b4-f459-4d03-a2bb-4c186f4fb926,1,532,0,0
f0518f52-a9c9-4c87-9e68-c85b93bcee40,2,425,0,0
594b7990-4a09-4af1-98a5-33a92c1f4e64,3,438,1,0
3ce3f03b-e894-4589-9e1c-850ca871876c,1,455,0,0
c76a083f-b613-4980-837c-b6f1f97cefb8,1,232,1,0
bd7da3cc-2513-4239-b710-2e24a3b6bdf8,1,406,1,0
8143e129-a353-4ab1-9731-7dde21f83f27,3,248,0,0
6e833e55-c7a3-44ec-a1a4-0b435f31caa1,3,589,0,0
7a37299a-f5d6-4bd0-8b31-71a4120b85dd,3,571,1,0
83a0ee4e-8f27-400e-9a1b-cc6213039fd9,3,423,1,0
5ce157e5-3ff4-4cae-b70e-d8aa6011a224,1,461,1,0
cfb54fba-3aa7-4c6a-83fa-1a5c8cdd5bf8,2,550,0,0
ef9dc907-4107-48e4-ad2c-54648ed00af7,1,522,1,0
1df75b62-c7d1-4f49-bc44-c6fb3fc39eb0,2,439,1,0
8a7228d8-8060-4704-9694-dbc19461788a,3,249,0,0
061d82a9-0e8f-452a-a59d-446449cdd81c,1,254,1,0
ae781274-ccc0-4f29-a13b-0f91406dc983,3,446,1,0
65d4ce8a-d14b-408b-bc2c-6f5189b59f5a,1,242,0,0
8c2c36e4-b975-4fb1-b4ca-01f5b088fdba,3,348,1,0
731fe2e8-20da-477c-b91e-521e7e1c7afb,1,351,0,0
e61d2e44-21dc-4aeb-824e-c4ec741fbe52,3,301,0,0
ff0dc590-9e96-4092-b141-dd94e6c2a69c,2,338,1,0
d0b7d15a-4c08-4216-9923-96db3173258f,3,223,1,0
88fbac43-7e64-4423-a1f2-63a43f063a80,2,273,1,0
4c78023b-7f6a-4106-a934-7161006be812,1,369,1,0
8a1d3f04-37e6-444f-963e-1b6117b534c0,1,446,0,0
bc1f19dd-d5a7-4c87-81f0-88b69adc425f,2,483,0,0
69ce85d9-08fc-4da9-bd12-08c4a438ce7d,2,479,0,0
badaef40-cafd-4a92-a114-cfdbfbb8866c,1,420,1,0
1e865d22-bc82-4307-85d4-13251f3efb4f,3,556,1,0
63ddf8ef-3dae-4ef9-aaef-49ec5e235bfa,3,447,1,0
ec4f6da4-2649-4f02-88e5-5dfc94a45602,2,495,1,0
d0db8b2a-f7d3-47be-a5e7-650a6c85eb59,3,594,1,0
22371cbd-f6ab-4821-b10c-60cf3065b2f9,3,424,1,0
7942baef-0d1c-4937-9301-92c07a06198d,1,501,1,0
de3b757e-a3df-49de-8e8b-77b26e800499,3,548,1,0
39de08f0-a61c-4fac-a785-63a6b496a6c2,2,254,1,0
46ca533a-46ae-4304-ac01-f3df3f87d700,1,285,0,0
4e875316-9181-4880-9df6-12a356240e0a,2,412,0,0
4713e824-d589-4960-923c-536549de0d45,2,493,0,0
e4c69bf8-aafa-4867-b2b3-bb90e8761409,1,391,1,0
c612a1ba-f613-4060-955b-49f0d60d1eca,3,594,0,0
0a6bd743-17de-42f3-b486-f4f0aad76ec2,2,391,1,0
c5f84039-a507-499d-bccf-12dbc13722dc,3,584,0,0
41ddda2b-c42b-4c35-8c94-23e33b2fea43,1,222,1,0
87abc90c-20cf-4e46-988e-b5a36ee8b43c,1,318,0,0
f7e38b8e-0b9c-45a9-8ed7-99b15995b092,1,534,1,0
f661b731-1dbc-411e-8bc9-c7fd56d4a042,2,417,1,0
78e23c73-4037-4e54-b056-58b8ebaa4884,1,293,0,0
a38b3992-d49b-4945-a929-2e4d6af6e65f,3,541,1,0
0f298957-28b2-4f7d-b409-faf836b21480,1,434,1,0
b972b03a-8486-4346-b974-c34a1c2fd526,3,582,1,0
7b236225-0fe3-4a9f-b481-64b0ef6f9548,1,255,0,0
945e8340-7362-4c93-a534-1bee2489ac7c,8,832,3,1
c85d10e0-ee37-4e7c-8d35-3847d3a82e8d,2,436,1,0
f6ce11be-b253-4856-8204-b98ea3804a28,1,430,1,0
d4e0749d-461a-45df-b325-03109775f742,3,600,1,0
f74d3b6e-bbf6-42f8-9e03-23b217b76387,2,306,1,0
6f23c90a-ddcf-4198-b191-2d13bc481323,3,377,0,0
c8d9bf35-1c31-419e-af16-e26415f5b4cd,1,334,1,0
fc92fcdd-546c-41d0-913c-1931b0bf171e,2,356,1,0
57c05849-56af-4803-ba21-898db0c4f5f2,3,260,1,0
1cc7ed0b-e405-4815-b26e-faedfc0a9038,1,345,1,0
a3867dd3-0ec9-44a3-b254-9df125db1e41,1,438,1,0
2fd2cbdf-1a6f-42a6-bd93-e48e603f8e48,3,554,0,0
01ff4a8c-53a3-4e17-9615-0b6ae8a6da40,2,436,0,0
6f041b1d-a320-4b4c-b8bf-b813e42678e6,1,228,0,0
8784134f-7e72-4a76-8300-ecb0da216c02,3,540,1,0
5121f160-fc01-49ee-8bcd-2feaf90a1d1a,3,563,0,0
801b1891-cc22-48e9-8467-f38b92fe3e4c,2,493,1,0
e1932a9f-d0ef-4400-8a48-a0aed66f354a,1,304,1,0
eec99278-894f-4297-8827-8ab22cbae0d4,2,275,0,0
834191a1-0526-4601-8460-5fe9460bda64,3,558,1,0
9bb7a7b4-e90b-4326-ac12-f888c7da239f,9,990,2,1
89ce70c4-be17-42c5-9044-8307d624ab92,1,202,1,0
e7bd5825-ba17-4cac-857f-2894a6ccf2b9,1,390,0,0
a0d0ede4-abea-4a50-9fe4-5cdd56241011,3,263,0,0
a52ffe72-6793-4846-b0ce-6759cbb8c357,3,253,0,0
97f0812f-a68a-49eb-9c71-23a09a4fce3f,1,511,0,0
be0b20f3-d29f-456b-b278-a7caa6fef63c,3,444,1,0
80a834df-4e92-4566-bdd8-ef790620a2fe,3,544,1,0
f35f2db0-3b67-4223-91d4-970bfd2d61f0,2,229,0,0
838d1cb2-3ab5-4fb7-b599-847f4a62b56e,2,380,1,0
82d86103-9fc0-4576-b1ac-167c946a6a41,1,527,0,0
2478c65a-448b-4eaa-aacb-daa8c63b64a4,3,479,0,0
535a487b-50b3-44ed-bcb9-30181aca267f,2,577,0,0
5879199e-7d71-4e81-a153-58c620830cf1,2,400,1,0
d6063803-4e63-4598-b5ce-bec3c01e21ed,3,1155,2,1
6dcc8904-09a4-4fa7-99d3-57ac3b536337,2,200,0,0
7c9d3cb1-cd07-421d-ac0b-2f8483f7c9da,1,268,1,0
8b4409fb-b6ee-4eec-9fc1-f21c0e4ef1af,3,526,1,0
ede7a11f-f525-45a9-90c6-7f4d6ba1acf3,2,238,1,0
e4b17e6c-ab4a-4bcb-893a-5d73b1a79fe0,3,492,0,0
c8559b5e-6a6b-4c30-8743-19144e53a369,1,282,1,0
8dbb6c27-7313-425d-9694-c5a6e0c52204,2,527,0,0
0ac9ee06-34d9-4dcc-b714-72a11b018541,3,427,1,0
9a5f3bfb-777f-4824-8cc6-57c02181996a,2,301,0,0
013b14b4-2510-439d-b6ce-e8d4fb4d3746,6,1036,4,1
6b7749ea-c019-4a51-9801-ad0f0a8169bb,3,488,1,0
01813b5e-5d3d-4a1c-90ca-92e6a0ee9c4e,2,275,0,0
ca29184d-34eb-4457-ab5e-a06c516479f5,3,499,1,0
324ae3a8-f946-4415-bff1-3026e2d2bcc2,1,563,0,0
3f87fc64-356d-4ddc-a976-41b52f852f38,3,522,0,0
19eac2dc-2b8a-4dc5-bec4-7478ad38d461,1,421,1,0
cee75b28-4404-46f9-8c49-0cf6f5249321,1,500,0,0
35713538-97c2-4c5f-b5ad-7eb30ef1cee6,2,328,0,0
426f9c90-60d9-4f5a-ab5d-808b3ec1db17,1,502,0,0
d75088b9-fed2-44ed-8149-c757cdc22b7f,1,381,1,0
7d60beda-2a00-41dd-a965-ac86f0c3d801,2,446,0,0
5dddc6fd-de3d-403d-95fc-e1033bc8a2e9,1,361,1,0
fca93e16-4524-4413-9cc3-1dd9c704e775,2,220,1,0
338fda75-747d-4d55-8dad-8bd34571fc73,2,536,1,0
633c49a2-6e25-4d4f-87e9-8bc94f5448ac,6,1151,2,1
10b0b145-cf08-4a33-be33-f6f7fe53978e,1,368,1,0
b118dd63-4930-4ea1-8915-48bf383058b6,3,457,0,0
3af190b7-4b4d-4a13-a591-e7cc6825ce81,1,304,1,0
0c73013e-35a3-44fa-9c0b-b82520810225,1,590,0,0
081e9984-b936-49c8-88d9-fa7d9e45bca9,1,510,1,0
ce791577-a5df-4801-8b2e-a63f12022e8c,3,557,0,0
47934c32-0f3e-43d3-8aee-85c4a8c794b6,3,302,0,0
ea747566-82b6-482b-864b-1853dee7dd3e,3,369,0,0
b8cd9538-97b4-4449-96f4-fe7660643db7,1,277,1,0
06e17112-df3d-4361-aecd-996d3863d679,3,387,0,0
e2778dd6-9bdb-482d-99b0-458f10b0fb4f,2,274,0,0
0577f8fe-c628-4aa2-a942-640f01b6a4b6,1,561,0,0
1fc43868-9ed2-452e-a81c-8fbc44a72291,1,461,0,0
37239503-4c9a-44c1-b63b-ec48d1c76cc4,3,537,1,0
52e73014-8770-4182-a3ab-6d1a44025a75,2,253,0,0
adc5ca83-c875-42d9-a6d2-229753e06d4d,3,520,0,0
978d53b1-2ff7-4cf5-b178-66dcbc0c772f,2,508,0,0
85fa7462-3e51-4e65-8bd9-d4b786268325,2,327,0,0
18ae407a-9555-4adb-a697-a5c20867d452,3,567,1,0
64502f0f-ea87-4237-9378-417018d303c6,3,477,0,0
833a58af-2b41-4391-a302-64dcd0e7be8b,3,416,1,0
55c69ee0-7708-4e02-96c6-491270695465,3,208,0,0
c5649446-1101-4f5b-a825-ad94811f540a,2,560,1,0
ea23f378-19fe-4138-beb8-c4f1aefae503,2,254,1,0
e6044e26-160b-49a5-9ffb-e48c384f71c9,2,380,1,0
8f41aed5-6a65-400d-994b-68947a2cbd1a,3,459,1,0
f29a5bb0-2856-4eb5-8b9b-3c2b744231e0,5,1006,4,1
1c023bda-4107-4444-b7b5-fd49aa1f7c6c,7,919,4,1
56d9b490-ebd6-4f99-9ab6-5cb38d45a1ef,2,266,0,0
e4b3ec19-5ef2-49e1-91b1-b80a9945233f,1,527,1,0
2525830a-291e-44c6-8621-84349327fb26,3,561,0,0
4be16243-59dc-4447-a666-13eafba9ef39,1,248,1,0
38740c2f-84fe-4158-8f1a-92889b6783fa,3,585,1,0
d9b315cd-3d44-424e-9bfb-211624b6e98c,2,360,0,0
413e3e04-5054-4adc-ae3b-7080b0971cde,2,499,1,0
70518bb0-848c-497a-a528-b6e3f7d98daa,1,301,1,0
3fe22db8-32e6-4d7c-8d02-6461b622b27f,3,252,1,0
6faf1b5f-d93f-459e-b79f-d00ec7d5bbb4,2,351,1,0
3bb26475-ee36-4a44-a702-fa8b9bcb61b8,1,319,0,0
4998f3e4-7c33-4192-ba0e-373a021f86e4,2,538,0,0
b529e259-14ef-4c0f-8664-66335c03a422,2,556,0,0
be93b5ed-655f-4d2c-add9-fd2475a51d46,3,435,0,0
aa5b8790-e4f4-40ad-a027-ddf6cb34e732,3,457,0,0
a37efcad-1a8f-4bc4-ab14-12dc35e5e13f,1,563,0,0
778a96ac-baf7-4910-9ebd-7db1177088c7,5,921,3,1
ce939dc5-d79a-48f4-9f34-e570fe040fd2,1,445,1,0
90403f45-f48b-44af-b03c-6a5e1e3035e1,2,227,1,0
3bdd5a1c-9df4-4669-b60a-41a7df84fbf6,3,260,0,0
e91998f0-501f-4e1f-bc32-280adf6ea486,3,235,0,0
e972790d-d874-4285-9ada-8f6b59fc1867,1,523,0,0
93a55cc0-4183-43d1-b3b9-a80077c7c6b8,1,401,1,0
99f46b80-3909-482d-bb27-f2cb1fc91943,7,1012,1,1
b87d825d-fbf3-41ad-8a62-d1e607eb5357,1,232,0,0
14197e15-560f-446e-ae8b-d979604c23d2,1,223,1,0
09dc5e70-4f34-491a-8397-2c1e065bc3e7,3,466,0,0
d08a22b2-3dde-4dd8-aefa-abaf4278c671,3,583,1,0
fb9289fe-169f-4a4c-8fc2-57283e16648a,1,465,0,0
2f2254cc-c802-434b-909a-c61079dd5c77,1,599,0,0
8582a86d-9677-4caf-98df-09dea999b6dd,2,295,1,0
0e2cbad5-3520-427f-8584-5ea400e908bd,1,518,0,0
1b924459-fa53-4fc0-b00d-5ef4b0419f9a,3,554,1,0
9f196274-3069-44ae-8d95-45161157cbbd,1,254,0,0
49eadd5e-ac15-4b3b-8d50-1d07c82fac93,1,274,1,0
9d2dcb5a-4dfd-4588-9bcd-62a1052cd9cb,3,216,1,0
9f3bc249-079c-47f5-9cb7-dcb90ee2ab9b,1,572,1,0
7aef7973-dfe4-46c0-8fa5-bfc724a1066a,1,356,1,0
9e372cea-62bc-4732-bfc6-374b9805087a,2,277,0,0
d8e2b67c-7652-490d-8e5e-3a6b0aaef097,1,600,0,0
59e92fb6-ca84-404a-93a3-b3d271ae54c3,3,393,1,0
8b20a04d-e9a8-4f57-89d2-75993c21031f,1,455,0,0
a48c1e97-de89-4d75-823c-206aa29d6fe8,3,569,0,0
90fd03ca-b14f-4585-9db2-ef2d05fb9f88,1,263,0,0
b05c1bcb-1aeb-4f80-9fc7-20e661abd328,3,221,0,0
4eab351a-90c8-4325-a47b-b716afca8d1b,1,574,1,0
28193871-9cb7-41e3-bf51-c16d5f902707,1,357,1,0
7e642852-8a6c-4e44-be76-45b62c3dc0d8,7,960,3,1
c96dfa6f-f6c7-4db2-ae12-e11762d5525d,2,476,1,0
213f23ec-c8c9-4085-917e-016fcaa2adb4,1,416,0,0
5b00abf7-cae8-411a-8e67-888d6117c2ee,2,205,1,0
0734ee09-a4fd-4bea-a4f8-ccb967ac2a95,8,898,1,1
5ba0f17a-9eee-4f0f-ae48-74423c78f0a7,2,576,0,0
2a05ea09-44b2-4b10-85f1-d32bf5f5b160,3,397,1,0
9efe1945-8942-4ba5-b55c-340b40a2c8d2,2,504,1,0
2203bb8f-fee6-4cc2-9808-0ac7936fa488,2,218,1,0
91e3393d-bce6-467c-958d-ce945264bea7,2,547,1,0
6c72937a-56ef-4f78-b537-cfea56f4a242,2,226,0,0
faafe649-2606-45d7-a07b-666434fbbae5,2,477,1,0
9911149d-ccfc-4952-affc-262181856977,2,298,0,0
a6e84222-89f7-4f35-8c16-474fad2eedb1,3,566,1,0
520e2650-eff7-4a3d-a551-53145ad26bf8,1,377,1,0
529b04ea-2089-4697-8411-8e2adf7e8b70,1,516,0,0
acf708d9-a89f-4589-b3f1-5159363e98de,2,403,1,0
f76f32f3-4918-415a-ad13-e5ecc972fb7f,2,233,1,0
61f48723-d2ee-43bc-b2bc-5ecba2dd25a2,3,267,0,0
24b29def-eafd-4cb8-a61a-17ed19d5259e,1,588,0,0
71361d01-bc0f-47e5-b6b3-6c5f346c2698,2,391,0,0
7a849970-d24a-43fb-9c72-2967dff437d5,1,459,0,0
1fd2d3f6-ecf5-4ddc-9070-3b90dd2b58ac,9,971,1,1
2e4ce7aa-20f8-4078-baa6-c03369a0c97d,1,418,0,0
e8e67dca-8c85-42fc-a8c2-f0851e04ec9b,1,572,0,0
2add60bd-a462-463d-ab70-5db04ad9bc36,1,532,0,0
9be2a273-b044-4bf7-b657-44c4febf5583,6,1010,3,1
eaf1f909-e71a-44af-b941-f1c2f6b22ec8,1,421,0,0
bdb4df5b-0795-470c-a242-46f1c972da7b,1,526,1,0
7112414d-2003-4677-8939-258e79bc35c1,3,246,0,0
ffc4d7b2-6a84-418a-9920-29da9e6fb36f,2,447,0,0
34b6f9ce-4b6d-4793-a52c-321bee467eb7,2,560,1,0
43a59365-c7a4-4115-9401-b1efa9ba1bf5,1,208,1,0
1f012c5a-03f5-44b9-aab0-f13595d1b288,3,301,0,0
8b3694c9-6b5d-46b2-aced-01e11e9822c6,3,471,0,0
9b52a109-b13d-42c2-8ac6-e929aaa25f02,2,426,1,0
43e9d7ac-de74-410e-9ed2-daddeff83880,2,535,1,0
a61a03e8-31f7-462f-80e2-726e57055019,3,267,0,0
