worker_id,skill,experience_years,day_of_week,season,last_job_days_ago,available
1e97e131-82fc-4e6b-85d3-3392852dfcb9,Prof-specialty,18,2,Winter,18,0
8d63213c-baab-4c46-a218-10aac340626a,Priv-house-serv,4,2,Winter,15,1
48c127ec-5d46-4808-b504-85803db03882,Machine-op-inspct,0,1,Winter,18,1
4a95e2da-dfd4-4eff-81d9-a10a01c349c2,Craft-repair,2,4,Winter,18,1
ad86ff7e-512e-4df1-a507-a2fdf7285248,Prof-specialty,47,5,Winter,15,0
f503e7b9-f946-491b-b2e3-1ecfef51a8fd,Sales,26,3,Winter,17,1
70e0334a-a421-4421-8a55-7bbe0b24293c,Farming-fishing,18,3,Winter,18,1
a6b9af81-3831-4079-ab53-dccdf710b76d,Other-service,11,2,Winter,18,1
ed17d365-4ddb-4165-85f9-931383b6d437,Farming-fishing,2,5,Winter,21,1
bbdab9d8-be12-4cc6-855d-1ed8abcf3741,Prof-specialty,10,0,Winter,20,0
5fe63268-0afc-4600-99ee-3e018ed8863e,Craft-repair,21,3,Winter,18,1
97218896-2d8c-46b1-8ffe-c8f91d323c4b,Transport-moving,36,3,Winter,15,1
6ca5eb88-789b-4c2e-8ac5-d370761c38f2,Priv-house-serv,34,3,Winter,25,1
f002ba36-f06e-4c70-b503-c8a4ec9545e6,Exec-managerial,38,1,Winter,15,0
9940db51-12cf-4f4a-99bc-ad0f58a0004b,Other-service,0,0,Winter,24,1
5428e036-bf76-437d-92c3-3ab7946661a5,Handlers-cleaners,21,5,Winter,18,1
b1a745f2-d187-41eb-92a2-5091b4e664ad,Other-service,3,0,Winter,23,1
c651dabe-119e-45ed-a3ca-6894f51bc004,Other-service,4,2,Winter,12,1
bfef0429-4520-4ae8-878f-958d20804ef8,Exec-managerial,20,3,Winter,14,1
2b7c1206-b8a6-4e24-8944-98a1de10693f,Adm-clerical,3,4,Winter,18,0
0c686fa9-061e-4f94-b71e-7e38ea39a5a3,Craft-repair,45,0,Winter,18,1
b01925fd-8b3a-45f5-81a2-576abf96e945,Exec-managerial,16,4,Winter,15,0
f9821581-54af-43f6-a3ec-dd59efcbb293,Exec-managerial,24,2,Winter,15,0
67fd9fb5-a03a-447c-877e-35e10fc30b57,Handlers-cleaners,15,3,Winter,18,1
fa008389-adab-447a-a019-fd55e5545cae,Exec-managerial,12,5,Winter,15,1
8049b52d-32cd-4e1e-8136-f67b7a93b955,Sales,21,0,Winter,18,1
d644b3fb-d6c0-4692-acd1-aa2207804de6,Exec-managerial,8,5,Winter,18,1
f2ab7b23-e6de-4ddd-86da-e6ef61191872,Machine-op-inspct,15,1,Winter,18,0
a8bbd423-50a6-49df-88df-c58504326e4a,Adm-clerical,29,4,Winter,18,0
b8d88015-a333-4b5f-98ad-8ab52628e8c8,Craft-repair,23,3,Winter,12,1
90735ce4-9096-4a33-9c66-7c7fb41e2eac,Other-service,1,1,Winter,24,1
5eb4f2a2-7a9c-4544-935c-d4b4de5789fa,Transport-moving,28,4,Winter,18,1
06041b6c-aad2-4538-a921-ee74d802072a,Sales,25,1,Winter,16,1
4bea1355-4a34-4839-9cc6-a45ddf8146ac,Exec-managerial,37,4,Winter,17,0
2412df0d-c3b8-4b79-a9ed-d3ddddc66415,Tech-support,28,3,Winter,18,0
ba9fba0d-76f6-472d-b40b-ba64f2e5ee65,Machine-op-inspct,12,4,Winter,18,1
8411bfa9-3a34-4ffc-910f-50698ec24bef,Handlers-cleaners,3,3,Winter,18,1
69d87ff9-1cb4-4ba1-9648-cafc3d536fd3,Craft-repair,28,3,Winter,18,1
82be4bf9-2e62-43b3-8ceb-1394b4f845be,Machine-op-inspct,23,0,Winter,15,1
574b5195-b44e-4b6d-8fbc-18b33a303a50,Sales,51,4,Winter,21,1
014f33cd-7e00-49cf-ba8d-822c780a6d98,Transport-moving,32,5,Winter,18,1
42b65f86-94fe-4a5b-8086-a3f489ff10c9,Adm-clerical,2,2,Winter,18,1
17586c0d-7c88-4716-bb9a-4a21631c4720,Machine-op-inspct,27,3,Winter,15,1
d472b0c0-d9f4-43c4-abe6-6f122306719e,Exec-managerial,5,0,Winter,18,1
b432b74e-270a-44de-90c3-bd2bdf850709,Other-service,6,5,Winter,18,1
2669ee62-28c9-4edc-a25d-9797d922afe5,Craft-repair,13,5,Winter,15,1
f9f726b7-cd58-4dd0-b773-d7d3940e7d88,Machine-op-inspct,25,0,Winter,17,1
b6c4f01e-a335-47ff-ae4f-418cfa600f29,Other-service,2,3,Winter,27,1
35407b58-fa47-4dce-a342-b8ff9a906fd4,Sales,37,4,Winter,14,0
e42828a9-6394-4509-94a2-9a19ec2aed66,Armed-Forces,6,1,Winter,18,1
be0ae7b4-8dd4-494d-8a05-0dd1cbbb7fee,Exec-managerial,41,0,Winter,23,1
e6b74800-2154-402f-b413-2294f53777d8,Other-service,31,0,Winter,24,1
4422e524-a31c-41f3-9ac9-dd762163f203,Prof-specialty,15,5,Winter,27,0
569dd5fc-c494-4a1c-82a7-41c1272f98ff,Adm-clerical,41,3,Winter,18,1
fd77348a-4428-401c-af3f-eaa5d70a478f,Other-service,16,1,Winter,18,1
a81b4a65-3217-4dcb-9aac-b9cc3dc47dfc,Handlers-cleaners,2,4,Winter,18,1
c3fa60c0-61be-431b-9f37-d67e8f2b76b2,Exec-managerial,7,4,Winter,18,1
9db8057c-f13b-4de9-b9a1-4c501a5014cf,Farming-fishing,31,1,Winter,18,0
2efe4260-9d61-4c2b-9e05-f4ec4ece5ae0,Transport-moving,41,3,Winter,18,0
26e2d00c-edd1-4363-8366-a83972dbb27d,Adm-clerical,2,3,Winter,18,1
7be37523-6e3e-400c-bdf6-6ac3ae8075c5,Adm-clerical,15,3,Winter,20,1
8aae7786-3ee9-4700-a3eb-44bb0c69d55f,Transport-moving,4,4,Winter,19,1
f194b056-6060-45c3-a3d4-772b3e67e2c9,Other-service,40,1,Winter,18,1
a18d5bc6-b8a6-4b31-928c-fbf6a3094783,Adm-clerical,34,5,Winter,22,1
9a5a706d-5558-410f-86ca-0a3de27f9fec,Machine-op-inspct,18,2,Winter,18,1
fda2564b-cb16-4b2d-856e-9b6c7fb2ffb6,Protective-serv,23,0,Winter,18,0
5933fcee-a043-4e50-be02-2a6269e8e2c6,Transport-moving,10,2,Winter,18,1
f5537c9d-9775-475b-b902-e7ae9bf99519,Handlers-cleaners,1,2,Winter,26,1
b30aa79d-20bc-498f-9234-04b4a9bd2cbc,Other-service,0,4,Winter,22,1
32c59279-355f-4617-9822-21b6f28ea09c,Machine-op-inspct,0,1,Winter,16,1
df302da7-1a7d-4f4a-9ac2-ffd70f32722e,Craft-repair,10,3,Winter,18,1
3b8e6555-447a-4187-81c7-9901c2735b0e,Exec-managerial,11,3,Winter,18,0
22c9b359-d5af-43ad-8ec6-34bf066fa3f6,Handlers-cleaners,22,1,Winter,18,1
265a103b-b8b6-460e-a7a9-7768601df23e,Handlers-cleaners,8,4,Winter,18,1
a63aa1c2-c7fd-4cc2-8013-433c794beb6e,Craft-repair,28,4,Winter,18,1
079e1707-c815-4ba1-87e3-9d48ae61e4c9,Other-service,5,5,Winter,23,1
ecaae76e-ef80-4b09-b53d-534c5d6c6185,Adm-clerical,26,4,Winter,18,1
26fcd32b-f602-4a4a-b3b7-33c0f58b6b8c,Sales,25,4,Winter,18,1
e8a893b1-ec11-448b-8aad-f5ac60bb40ca,Prof-specialty,13,4,Winter,12,1
760e695f-fb78-4858-84f1-e66fbefca13c,Sales,0,2,Winter,23,0
7734e464-1b28-4a8d-8431-c9cc838ae635,Protective-serv,1,3,Winter,21,1
bddba9c3-1181-43c6-b64a-4a4ddb3fc0a5,Tech-support,23,3,Winter,18,1
cc3f18b5-94cc-4ef5-bcf7-e800f6abcfea,Handlers-cleaners,23,1,Winter,18,1
45d70dbf-8834-4844-9b63-36e12e0bf3ab,Adm-clerical,51,0,Winter,23,1
9ad812f2-f263-4067-aee4-deb2928f3cf1,Prof-specialty,30,2,Winter,18,0
54f71e5b-b314-4115-9b74-314821754719,Prof-specialty,10,3,Winter,18,1
22c87e1e-53f6-4be9-aff5-8ed0737a1340,Craft-repair,9,4,Winter,12,0
6aa82a98-5104-43b8-be5d-d6863200b5e2,Prof-specialty,23,2,Winter,15,1
f61de40a-2cfa-4ccf-8f6f-5811d55e4ae2,Adm-clerical,23,1,Winter,18,0
b9af2102-cefa-42d3-9da3-ee96f2e0c016,Craft-repair,6,1,Winter,18,1
40fa295d-1125-48f3-b164-4dc89d505afd,Prof-specialty,24,4,Winter,18,0
49348e94-476c-4352-b05a-0ee87fd36c91,Craft-repair,39,2,Winter,16,1
d783101b-ab4e-45cf-96e4-bce85964d087,Prof-specialty,12,0,Winter,18,1
2d3764a7-9461-479a-95d1-652cce7920ea,Sales,18,1,Winter,12,1
e47b0ce1-e245-4cd8-b03b-2ef2dfdacb5b,Machine-op-inspct,31,1,Winter,18,1
400b9c39-6c20-46ce-a59a-e66694a1e417,Machine-op-inspct,15,1,Winter,20,1
2232fea8-6ee4-49bd-b185-a43664cd6402,Farming-fishing,5,3,Winter,18,1
4462f374-02a4-439d-8704-afaaa7562f57,Prof-specialty,28,3,Winter,18,1
848c2353-e5ae-4111-b535-8f4c15f920ce,Adm-clerical,0,5,Winter,24,0
6147e336-108a-4442-82ba-81e91144ba65,Exec-managerial,22,3,Winter,14,0
ef5976d8-58e8-4ee2-b430-15cab19f4dc6,Exec-managerial,25,2,Winter,17,0
5c7fdd06-cd8d-4f25-b849-2de91ab04746,Prof-specialty,16,4,Winter,21,1
54a86261-94b4-49bc-b955-2fc62a97d371,Exec-managerial,29,1,Winter,21,0
6eb9f490-165a-410d-91cd-6563fc0c46f3,Exec-managerial,26,5,Winter,21,1
c7062baa-9af8-421b-a361-fb5b82ac5d1e,Sales,15,5,Winter,18,0
42bbfd70-3bd6-4928-b1d7-e68c70af8b63,Exec-managerial,37,3,Winter,15,0
68af7180-f738-4f8f-b087-b0ed8e3a2dd8,Sales,1,4,Winter,21,1
e9adfa1d-1a65-41ba-8a41-f4e92b909d51,Other-service,10,2,Winter,26,0
2eac2ced-7356-4710-90f5-b8df0e418f15,Other-service,9,1,Winter,21,1
f455b480-4cc1-4c80-be45-f5168fac464d,Machine-op-inspct,32,0,Winter,24,1
e30bbf5c-6ba9-4d93-ab4c-36d4c0457f28,Craft-repair,4,4,Winter,18,0
2ab9ba93-a557-4425-90a0-86258462992a,Adm-clerical,22,5,Winter,17,1
3c31da3c-6e18-406f-bbf2-3b7fc7079c70,Adm-clerical,7,1,Winter,18,1
45ccaaad-e97f-49b0-81d4-c0cad1d2338b,Craft-repair,8,5,Winter,18,1
7ca81a76-1663-4f83-850f-fffeae8d7f79,Sales,4,2,Winter,23,0
833cb2ab-f3e0-4b09-a3b1-09e920d3d449,Handlers-cleaners,24,4,Winter,18,1
0080156b-75aa-4bea-a532-789d59e8e423,Exec-managerial,20,1,Winter,18,1
646ef2d1-cdc6-45d9-874a-b45fbd8993bf,Other-service,37,4,Winter,21,1
0deb6b9b-042c-4431-996f-b6b9937d7178,Sales,14,2,Winter,18,1
9649f643-0d19-47a5-b5c1-20e8f4c81700,Craft-repair,4,2,Winter,17,0
496a40d0-67b9-410f-9f16-2a7d1c630630,Sales,11,2,Winter,18,1
07ecbbe4-f48f-4859-bd5f-d61319902b68,Exec-managerial,28,4,Winter,17,0
ee6c308c-6f8f-4d1a-99dc-d856721d21dc,Exec-managerial,13,2,Winter,18,0
8ff8e55d-313e-4eb1-8f55-f964b85ab666,Prof-specialty,40,4,Winter,26,0
6790d670-f9a3-4e10-ab15-c996d3d01a82,Craft-repair,24,2,Winter,17,1
6ae76d7a-0bb7-41f8-8405-7ee26025db56,Handlers-cleaners,0,2,Winter,23,1
b250c276-868d-466b-8984-89b357e5936c,Exec-managerial,40,5,Winter,21,1
18b97afd-8c2b-4ce7-8fda-721a309de0b6,Prof-specialty,36,0,Winter,18,0
44655d42-31fc-4830-8d93-c849407c7cd6,Prof-specialty,16,1,Winter,18,1
52ae1994-bfcc-4122-b920-a648eb353c6c,Adm-clerical,8,3,Winter,18,1
2ca1d679-f4fc-479d-a321-a2d2e5983edb,Exec-managerial,43,4,Winter,12,1
634a946c-d7f3-4df6-b168-de08d6ea1991,Adm-clerical,30,1,Winter,18,1
ebab72cc-a426-47c7-8b03-dba6f1801321,Exec-managerial,18,5,Winter,17,0
6a36b9bd-085f-4b3f-a0ca-0f064a445e76,Machine-op-inspct,6,0,Winter,17,1
c9fff379-c89c-4edd-b160-2b63f6f078c9,Machine-op-inspct,22,0,Winter,19,0
4897008b-f4f4-4b92-9c12-392d01f5058b,Sales,15,3,Winter,15,0
7422aa12-9cb8-4443-a2b2-bf7d580ac1bd,Machine-op-inspct,19,4,Winter,18,0
4fed7744-8b6a-43f9-bf6d-f23db86c0dbc,Exec-managerial,16,1,Winter,18,1
880090bf-c29d-4c41-9aa7-516b55182b63,Exec-managerial,38,2,Winter,18,0
bb41b5f9-3a19-4ff4-b82e-715f9062d626,Exec-managerial,19,5,Winter,14,1
15152c00-9b07-4cb6-96f7-7e371944c15a,Sales,26,3,Winter,18,1
607153df-7706-4a49-97ff-b8fc00275de3,Handlers-cleaners,36,2,Winter,17,0
d46b9534-cdb8-43cf-8d3e-a7d2538fe8ea,Machine-op-inspct,5,2,Winter,15,1
09f156a5-8187-43fc-8c05-55ee7644bcf1,Other-service,4,3,Winter,17,0
fdd87b66-9cc1-4c37-9a10-2d35ad0511be,Exec-managerial,15,5,Winter,18,1
d876e239-2608-447c-830b-544d9ba1e3b5,Prof-specialty,21,2,Winter,15,0
587860d4-3421-47c4-8a3b-7bf7025fc382,Adm-clerical,29,2,Winter,19,1
0f7c72ee-d267-483f-8870-603722057444,Prof-specialty,8,0,Winter,14,1
d71af42e-284c-49cf-a97c-9b68dc74e332,Exec-managerial,13,3,Winter,18,1
67935a99-53a8-4ef7-ac9b-b744157f9c77,Transport-moving,26,2,Winter,17,0
48d048d9-882d-4524-a799-b9c22956a0af,Prof-specialty,24,4,Winter,15,1
4c2a5480-33a3-452e-b501-880b44f15e6e,Machine-op-inspct,1,1,Winter,18,1
65cfde83-6113-4213-9fa4-4fd5f2314e92,Handlers-cleaners,9,2,Winter,18,0
92c895ad-3c35-4c75-b22f-50a860527b6e,Protective-serv,33,3,Winter,18,1
4399d4f0-75e5-46d1-af08-5ed8a4d1d266,Exec-managerial,10,4,Winter,15,1
323503dc-0c33-4562-8e2c-d8cd658fbea2,Craft-repair,39,5,Winter,17,1
af092930-cdf8-41b9-aaaf-84dd7d7ce61c,Prof-specialty,27,0,Winter,18,1
34f89931-2dfd-4520-ad61-efbf2306119f,Prof-specialty,32,1,Winter,18,0
5dc8b02d-019c-4056-89bb-e2f423e85912,Sales,16,2,Winter,14,1
9b882fe7-7101-4efe-9c2a-43a353da8b28,Craft-repair,27,1,Winter,18,1
57067d5b-2d0b-4bcc-b60d-e7778c45d2b6,Exec-managerial,55,1,Winter,24,1
780c90d2-aa86-418b-9ba0-67b4089600f8,Prof-specialty,16,0,Winter,15,1
b5d39c5e-9e39-4aa7-9c3e-31ebaf423435,Sales,13,1,Winter,14,0
cdc217f8-65f2-442a-bbd5-7546ce787223,Sales,1,1,Winter,27,1
948d025d-bb06-4ae3-b242-e8ce50fc63e3,Other-service,7,0,Winter,15,1
4f66ae2c-9dfd-4998-9d7d-62e2c77545ae,Craft-repair,20,1,Winter,18,0
212c7f57-8bc8-4a2e-8aa4-4209982d1873,Transport-moving,21,4,Winter,18,1
1537d2f3-cd21-4572-9ef7-d823e5ef3242,Tech-support,5,0,Winter,21,1
46709c85-6f16-4d90-a08c-2f2b233c8481,Machine-op-inspct,31,0,Winter,18,1
30f12909-34f2-4d2f-a2c2-d8bade22ad85,Other-service,15,2,Winter,21,1
88de665f-7f31-44b3-aa68-17d71c19e907,Machine-op-inspct,3,4,Winter,19,1
c4515eb3-6814-48ca-9484-e8d7c82d85fd,Craft-repair,13,2,Winter,18,1
1766263c-485b-4a3d-a2d6-9b5697369300,Exec-managerial,5,1,Winter,17,1
672a5285-504f-4fc8-8de3-76ab3c09f10b,Adm-clerical,16,0,Winter,18,0
074b4ecf-97dd-4bbd-9bc6-cfe4eadb0e8f,Machine-op-inspct,7,5,Winter,18,1
78e1bb6d-37ed-4824-af5b-7659f855255e,Craft-repair,21,1,Winter,18,1
4d0ac006-43f1-4bb4-adfd-be36febc2f64,Sales,34,3,Winter,18,0
99db6c18-8d46-4be0-b349-b167fec71576,Transport-moving,45,5,Winter,18,0
b807ce58-aff7-4d04-80ef-3bd9a9b4c0a5,Craft-repair,23,4,Winter,18,1
17dfeb35-9ea1-42af-b860-b19aec4180ce,Prof-specialty,28,0,Winter,19,0
c27db7bb-d4c3-4790-904d-04833248f32f,Exec-managerial,35,3,Winter,18,1
cb98d16b-2d81-4862-b8f3-47d9979ac734,Priv-house-serv,0,5,Winter,18,1
68215eef-b4ae-4e4c-b377-025fa44c72c5,Prof-specialty,20,4,Winter,15,1
7636647e-76cb-4426-ae88-a1fcdd509131,Exec-managerial,37,3,Winter,15,0
ada7eb26-b63d-41c5-827e-97d1860440be,Tech-support,16,5,Winter,18,0
a85f20b6-b8fb-4d80-932e-97d7eb501da7,Other-service,62,3,Winter,21,1
5cfcce30-db16-4e50-8862-06d777493413,Tech-support,16,5,Winter,12,1
cbaca09f-ab0c-45e7-990f-545ae85ab7c1,Tech-support,34,0,Winter,18,1
57356a37-10d9-4c3a-975b-c3c73782efda,Other-service,24,5,Winter,22,1
fd52c5cd-c971-46eb-a40f-d9bc21481426,Sales,8,5,Winter,18,0
259353d4-8795-4b5c-b04f-2e96a2bcb432,Transport-moving,13,2,Winter,18,1
f1bcacc8-6dee-4678-baf7-40448372ae1c,Other-service,7,4,Winter,20,1
03db1aec-d30d-4722-94ed-91d58ad0c08d,Craft-repair,37,4,Winter,12,1
1dc11296-d0dc-4250-84ee-cd4a94ba1560,Other-service,1,0,Winter,27,1
e104ac6d-e051-4494-b417-cb7ee33363d4,Transport-moving,44,0,Winter,21,1
91460ab9-5d4b-42b2-ad34-eaf0056a26d3,Adm-clerical,4,5,Winter,24,0
fdab6d43-66fc-4c98-ab86-057196f6f577,Handlers-cleaners,17,0,Winter,18,1
b00e9525-6e0c-4533-a447-7951624d0215,Sales,10,4,Winter,18,1
89914c5f-7cf2-420b-9107-f7f1e0cd382c,Transport-moving,29,0,Winter,9,0
1dfb5e45-65e0-4656-b5ee-f6190bc1c845,Machine-op-inspct,26,1,Winter,18,1
23de5b1d-2fba-4082-a5bc-ad170e4fa39d,Sales,3,3,Winter,26,1
ccfaf2d6-4571-4756-a2cc-fa0b66648810,Craft-repair,17,5,Winter,15,1
2de58a34-7a63-4db2-ac78-2278a39e217b,Prof-specialty,6,5,Winter,18,1
dd0e0460-6c74-4459-944d-cb23d2b7e1db,Tech-support,10,4,Winter,15,0
44673e20-97b2-4143-bafa-7b90d734b616,Machine-op-inspct,3,1,Winter,20,1
8eb6d27f-7381-4579-bae2-2094ac6f87b1,Tech-support,44,5,Winter,18,1
6cd924ed-33c8-4c1e-9067-ed2e628b2207,Other-service,21,5,Winter,18,1
735c1616-52ad-49ec-a152-dbf49953cb95,Other-service,12,4,Winter,18,1
44a49e91-8e32-45d2-a5a3-4a66d078e398,Prof-specialty,54,3,Winter,24,1
3bdee3c0-2d70-4781-a395-9146d0430484,Exec-managerial,32,1,Winter,15,0
71505b5a-318f-414d-8cd9-8ce140cfd3a9,Prof-specialty,10,4,Winter,18,1
9c608eb3-13b6-4f3b-be3a-54d6758d0752,Prof-specialty,11,4,Winter,18,1
c87a0f7c-1af2-4119-ba30-972053a49ad6,Adm-clerical,8,0,Winter,18,1
a57dce21-ec25-4a47-9712-a7bae99926e5,Exec-managerial,9,5,Winter,18,1
0eec98e7-58e6-4388-b32a-77f56900388b,Handlers-cleaners,11,0,Winter,18,0
52704e15-5c4f-4f47-9322-dfca6005b91e,Craft-repair,11,4,Winter,23,1
90532c1b-b35e-4a58-921d-c4c9cad00d93,Sales,13,1,Winter,24,1
411961e0-c850-457e-bf8b-557b955f3c23,Exec-managerial,7,1,Winter,8,1
076e1534-ba74-4acb-a045-b311d9c4fc01,Transport-moving,40,3,Winter,18,0
66203667-0d72-46b9-a4c7-248d6e12a1ff,Exec-managerial,46,4,Winter,18,0
20bf91c1-7bf6-475f-9b0a-dddf07842edf,Exec-managerial,28,0,Winter,19,1
7c3b0097-3cb3-4622-9c77-9b8013941c28,Other-service,1,4,Winter,20,1
6b09aa43-a1c2-4547-93aa-e9c60a96cd0d,Other-service,24,0,Winter,15,1
fb79681c-eb05-4017-a738-560466ed3f89,Handlers-cleaners,0,5,Winter,23,1
94ab3577-df5b-4758-a924-3192cb05cf80,Craft-repair,40,2,Winter,15,0
c0d21df6-39ca-4b42-a1c8-e610b37455f8,Protective-serv,2,1,Winter,12,1
9ffbc678-c6f8-4975-9522-69fdd37ec8b5,Craft-repair,17,2,Winter,18,1
cc0ec73c-bae2-4316-94b6-94e365be21e3,Handlers-cleaners,14,4,Winter,19,0
e252e106-72e3-4549-9253-040fce222e68,Handlers-cleaners,5,1,Winter,23,0
e636ffc4-b6ba-4502-ab31-4f313f315304,Tech-support,13,3,Winter,18,1
0b97bb9d-0682-4a8e-a113-d6df590fc935,Sales,15,1,Winter,14,1
0b1b9402-88e5-4cb0-a4fe-3198e2e52725,Machine-op-inspct,23,1,Winter,16,1
1d124ac8-029b-413e-a40a-0080f2620e44,Machine-op-inspct,4,0,Winter,18,1
c26983e4-f621-48e2-bcca-27062e18bb22,Protective-serv,28,4,Winter,18,0
8d61ae9d-c6ea-4018-8e3e-50ebc6f90d5d,Transport-moving,43,5,Winter,18,1
36d499c1-134d-481a-9616-bbddab2c2477,Exec-managerial,12,3,Winter,18,1
93cb816c-1002-4f0a-8059-82f0252d906d,Exec-managerial,24,4,Winter,14,0
80f94c66-a803-46c8-b75d-9b6672e45708,Handlers-cleaners,45,3,Winter,18,1
723d4371-7318-43a5-826f-c934db9d9c0a,Sales,8,3,Winter,18,1
e92c4346-b9ef-49bf-bfc7-96af43a9455d,Adm-clerical,24,5,Winter,18,1
a10fe6d5-e9bd-421c-8ab5-9cc6f65b2110,Other-service,5,3,Winter,18,0
804b6aad-c68a-42a1-800c-f8198d4bff7c,Machine-op-inspct,7,4,Winter,18,1
3d2ef869-fd48-489f-8079-e2862b007526,Other-service,12,5,Winter,21,0
bfe696d2-3799-4a8c-9ed1-e2fa2ce9c9dd,Sales,5,1,Winter,18,1
c517f7e5-5315-4e87-a84d-18af33cf7b34,Farming-fishing,16,1,Winter,12,0
2aa22a45-b73b-4432-b5f3-24545e97b86f,Machine-op-inspct,12,4,Winter,16,1
9112f14c-f0dd-4e2b-b57b-c08a865f7699,Craft-repair,21,3,Winter,18,0
1e0ef71b-f26f-4095-9d3d-09bdaa456fb6,Handlers-cleaners,12,2,Winter,19,0
ab97cd6e-c4d0-4415-90a3-3ce0803dc11c,Adm-clerical,20,3,Winter,19,1
669b7e4a-a4d7-42ee-a1cc-8e77f358de4c,Exec-managerial,8,4,Winter,18,0
48ba73a5-fd0e-473b-8fb6-485e7d1a6e2a,Handlers-cleaners,2,5,Winter,26,1
8a48eabd-1f81-4e11-9a37-ad3e67be97f1,Adm-clerical,15,1,Winter,18,1
3b70f452-27db-4c01-ae99-14ab489b362e,Adm-clerical,6,5,Winter,18,1
6932e47e-394a-43d7-8131-e09339995e57,Exec-managerial,24,4,Winter,12,0
e4e8f00d-882c-44d3-b540-669b91c3b9e7,Sales,33,1,Winter,5,1
35bb5ac0-3b30-48cd-b16d-968f3366a0dd,Tech-support,38,2,Winter,17,0
3826a7ed-65fd-496e-9559-bfa34737e729,Handlers-cleaners,4,4,Winter,18,1
be41aadf-d75d-462f-b057-fee29fc2bad4,Farming-fishing,34,2,Winter,12,1
a9fcf44d-46ab-4d04-b6cf-84103cea22c5,Exec-managerial,26,3,Winter,17,0
df0642d6-d8aa-48b4-b62b-e5b8f98220b0,Adm-clerical,16,2,Winter,20,1
f1afe5b5-123a-41c1-bdd3-a5107b307b46,Craft-repair,33,2,Winter,18,0
07fe34f1-0685-4965-aef1-5f9ddf390a74,Sales,1,1,Winter,23,0
8170c993-e663-4cb7-83dd-d76856029f80,Exec-managerial,19,5,Winter,18,0
0328f9b2-827a-41a4-a648-c8c0aad38882,Machine-op-inspct,50,2,Winter,18,0
90371f24-c288-437b-bf1f-1d893b05dccd,Protective-serv,4,1,Winter,18,1
293af631-a4d0-46d6-8344-8eef70524b7a,Exec-managerial,38,2,Winter,18,1
08391b9f-5ff7-4adc-b61a-ee2a279917ca,Craft-repair,19,3,Winter,18,1
23b54657-5aed-43ce-9cf4-d5f686744fe0,Machine-op-inspct,34,4,Winter,18,1
8d8ef22c-aee4-4388-8fb1-45e82d11093f,Handlers-cleaners,8,1,Winter,18,1
